"epidermis__standard_1h"	"epidermis__140mM_1h"	"epidermis__140mM_3h"	"epidermis__140mM_8h"	"epidermis__140mM_20h"	"epidermis__140mM_32h"	"epidermis__140mM_48h"	"cortex__standard_1h"	"cortex__140mM_1h"	"cortex__140mM_3h"	"cortex__140mM_8h"	"cortex__140mM_20h"	"cortex__140mM_32h"	"cortex__140mM_48h"	"endodermis__standard_1h"	"endodermis__140mM_1h"	"endodermis__140mM_3h"	"endodermis__140mM_8h"	"endodermis__140mM_20h"	"endodermis__140mM_32h"	"endodermis__140mM_48h"	"stele__standard_1h"	"stele__140mM_1h"	"stele__140mM_3h"	"stele__140mM_8h"	"stele__140mM_20h"	"stele__140mM_32h"	"stele__140mM_48h"
"ATMES7..MES7"	5.447868	4.598404	3.118063	4.770272	3.997887	4.771132	4.201969	9.103755	8.68733	7.940515	7.15841	7.637967	7.050298	8.333867	9.612424	9.74293	7.501009	9.185337	9.825458	10.037094	9.616615	8.986239	9.258635	8.147137	9.04168	9.11728	9.414473	9.410687
"ATMES1..MES1"	9.344175	8.158592	6.389817	4.357396	6.269558	6.956207	5.763016	9.004804	6.012892	7.314344	5.903856	8.076108	7.637576	7.042043	8.088433	6.007986	4.456609	4.399156	6.481085	6.804579	5.13018	11.313244	8.317443	7.020878	6.053693	8.849379	8.782502	7.889691
"ACPT..AtcPT3..CPT..cPT3"	10.305565	9.125629	8.09605	8.441859	7.659877	8.173287	6.550359	8.220695	5.103636	6.789162	5.49286	5.90762	5.71035	3.619027	8.164318	6.006045	4.643277	5.9132	5.6031	5.158287	3.189732	7.884983	6.63198	6.438263	7.589614	6.985602	7.298914	6.458935
"ATGPAT6..GPAT6"	4.923898	5.533709	4.646888	5.177964	5.13649	4.197033	4.447596	2.584871	3.872628	4.30667	5.887472	4.092016	3.94775	3.644791	4.786224	4.492077	7.037004	7.929912	7.608177	5.925503	5.645055	4.49169	4.396222	4.571995	6.048182	4.860049	4.977333	4.672674
"SNRK2.9..SNRK2.9"	3.601518	3.728329	2.718784	1.097239	4.430337	2.686284	2.852734	4.84695	5.939315	5.688794	7.216168	7.009934	6.257817	6.994943	6.554968	7.661875	7.724016	7.152038	6.542951	7.110665	7.034456	2.480788	7.111956	7.585081	7.496507	6.956253	6.81214	7.642899
"SCPL8..SNG1"	2.4861972	1.3250524	2.3987913	0.7464663	1.2241832	0.3171767	4.3099989	4.0372925	6.4297488	6.4155521	6.3526549	5.5704374	5.7626759	7.1262992	3.6523001	3.4525262	5.0736646	3.7049984	3.3028115	3.6438027	3.9548615	2.0894276	7.2313566	7.5608594	4.179321	3.3513257	5.0584634	6.5251774
"ATHB21..HB21..ZFHD4..ZHD3"	4.004316	3.131669	2.365184	2.836946	2.064898	2.782308	2.711065	4.295021	2.180194	4.929237	3.627472	4.006364	3.246521	2.672205	4.54307	5.261489	2.42652	4.221457	4.255368	3.835966	3.118504	5.737525	7.023791	6.408412	6.995629	6.364051	6.654209	5.965716
"BLH4..SAW2"	5.3992734	2.6531849	4.7097049	3.0292502	4.2917091	0.9547064	3.2572045	4.6475735	4.9025671	4.5546523	4.2439017	4.9409653	2.866409	3.5989781	4.3128236	5.141328	4.4461532	4.9687444	4.8862304	3.638724	4.7644769	6.0358961	5.5485156	5.9126522	4.1233934	4.3462234	5.0992325	4.7983334
"LAC3"	8.2739	7.500254	6.395649	6.586643	5.698072	5.675087	6.087018	11.512753	11.666954	11.174581	10.235977	8.803482	9.631522	9.713584	13.884234	14.170871	13.192534	13.509962	13.167708	12.422329	12.571554	12.697926	12.102055	10.963148	10.885122	10.386288	9.739001	9.816084
"FDH..KCS10"	4.211572	3.635696	2.772948	4.619371	4.098666	2.679097	2.467516	2.322029	3.601458	5.979301	6.605627	3.914429	3.958162	4.211987	6.9238	7.623128	9.65482	9.205475	8.168879	6.629136	6.729048	5.670604	6.030465	7.207333	7.010855	5.233956	3.580034	4.275257
"CYP711A1..MAX1"	5.625036	5.30765	5.041218	5.352672	5.337223	5.08089	4.921837	9.483501	8.616053	8.735259	8.088042	8.293382	7.702682	7.949819	10.637401	10.225824	9.529394	9.785983	9.836716	9.392384	9.283595	9.825462	10.061005	10.317708	9.967768	9.761653	9.924123	9.794826
"ARF3..ETT"	4.106702	2.707515	1.902822	2.947554	2.381178	2.631388	2.648332	4.701841	4.80499	3.345332	3.577051	3.590607	3.704894	4.003279	5.320741	4.973637	4.171054	4.494637	3.963188	3.388036	3.40516	4.900266	5.796493	5.733267	5.918469	5.061478	4.882685	5.49001
"AGL20..ATSOC1..SOC1"	2.521226	3.176206	4.282154	2.844882	4.609731	4.488461	3.83744	4.025458	3.437696	4.232986	4.570629	5.319665	4.069148	5.24446	3.16254	1.773364	4.393491	4.682969	4.313129	2.381283	5.232006	1.665654	3.297254	2.078484	4.765108	4.93883	3.917661	3.903162
"CPK14"	3.588424	1.916905	0.907465	4.085605	2.687393	4.220796	3.101013	1.910554	1.198675	3.362747	3.409873	3.988962	4.5341	4.269874	2.692843	5.080979	3.436795	2.693277	2.511402	3.243617	4.462497	4.023104	3.469216	2.259016	3.233286	2.976684	3.401046	2.732609
